Id,Label,female,body,sexual,face,skin,objectifies,python_pagerank,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,chanelofficial,hm,jacquemus,sheinofficial,Degree,Weighted Degree,stat_inf_class,clustering,triangles
ear,ear,0.039323,0.08079,0.000461,0.97619,0.259541,0.261905,0.15054,2,0.003205,2,0.686911,0.772104,11632.774722,0.119048,0.535714,0.291667,0.053571,796,0.004488,32,0.181766,57368
earring,earring,0.034905,0.063778,0.001225,0.98951,0.288744,0.269231,0.150664,2,0.003606,2,0.72371,0.809116,16609.75496,0.118881,0.552448,0.248252,0.08042,904,0.005456,70,0.167215,68099
earth,earth,0.048544,0.068006,0,1,0.206487,0.333333,0.15004,7,0.000175,3,0.497104,0.50217,0.110781,0,1,0,0,20,0.00035,260,0.888889,152
easy,easy,0.025897,0.058406,0.00323,1,0.210591,0.125,0.150078,9,0.000578,2,0.523502,0.544894,110.398938,0,0.75,0.25,0,133,0.000644,81,0.60768,5254
eau,eau,0.031033,0.02968,0,1,0.090275,0.666667,0.150064,2,0.000401,2,0.514276,0.527759,20.967551,1,0,0,0,83,0.000544,227,0.74857,2486
edge,edge,0.02726,0.03412,0,1,0.141456,0.6,0.150058,7,0.000303,3,0.50925,0.518849,3.103283,0,0.2,0,0.8,58,0.00049,160,0.89599,1430
edition,edition,0.02101,0.031498,0,1,0.475357,0.222222,0.150031,2,0.00075,2,0.532093,0.560315,297.877741,1,0,0,0,178,0.000257,77,0.473998,7383
effect,effect,0.011546,0.031131,0.006727,1,0.245767,0,0.150021,5,0.000566,2,0.523314,0.544551,92.573651,1,0,0,0,132,0.000169,72,0.57111,4863
effervescent,effervescent,0.011734,0.015236,0.006765,0.916667,0.425125,0,0.15002,5,0.000479,2,0.519217,0.537012,11.691777,1,0,0,0,110,0.000162,195,0.856439,5041
effort,effort,0.006854,0.008226,0.002731,1,0.250222,0.130435,0.150017,5,0.00074,2,0.535806,0.566827,63.965123,0,0,0.956522,0.043478,197,0.000132,104,0.860806,16450
ekman,ekman,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,42,0.988574,15573
elegance,elegance,0.047988,0.051689,0.002802,1,0.145763,0.153846,0.150117,2,0.000689,2,0.529198,0.555175,210.281837,0.461538,0.538462,0,0,163,0.001078,121,0.513611,6698
elegant,elegant,0.021642,0.07636,0.002762,0.75,0.168321,0.25,0.150059,9,0.000508,2,0.520143,0.538725,50.951003,0,1,0,0,115,0.000492,66,0.651762,4198
element,element,0.026088,0.042904,0,1,0.12256,0.166667,0.150036,8,0.000362,2,0.51301,0.52536,9.719734,0.166667,0.833333,0,0,76,0.000305,143,0.808288,2243
elevate,elevate,0.019193,0.083417,0,1,0.167312,0.2,0.150027,9,0.000385,3,0.513552,0.526616,29.072951,0.4,0.6,0,0,80,0.000223,72,0.64557,1989
eleventh,eleventh,0.021667,0.004401,0,1,0.511874,0,0.150014,5,0.00034,3,0.508008,0.519877,10.10773,1,0,0,0,66,0.000116,7,0.783173,1629
elle,elle,0.052136,0.043591,0,1,0.269753,0,0.150029,6,0.000239,3,0.506246,0.513023,0.262365,0,0,1,0,41,0.000246,25,0.938462,732
embellish,embellish,0.02204,0.053521,0.000241,0.973684,0.15733,0.447368,0.150154,9,0.00099,2,0.545829,0.583962,479.506635,0.052632,0.947368,0,0,247,0.001312,28,0.465538,14029
embellishment,embellishment,0.017189,0.049076,0,0.888889,0.024591,0.222222,0.150027,9,0.000456,2,0.517559,0.533927,18.372395,0,1,0,0,101,0.000217,15,0.792121,3921
emblem,emblem,0.030555,0.07151,0,0.666667,0.49482,0.666667,0.150013,2,0.000236,3,0.505019,0.511995,0.0119,1,0,0,0,40,0.000108,196,0.977058,724
emblematic,emblematic,0.034701,0.048389,0,0.8,0.365287,0.6,0.150019,5,0.000524,2,0.5207,0.539753,86.994256,1,0,0,0,118,0.000157,161,0.575744,3907
embody,embody,0.030988,0.047871,0.000223,1,0.251908,0.428571,0.150099,5,0.001155,2,0.55349,0.596642,903.816797,0.885714,0.114286,0,0,284,0.000799,144,0.394782,15753
embrace,embrace,0.026824,0.050962,0,1,0.585381,0.647059,0.150105,7,0.000553,2,0.52219,0.542495,102.704885,0.117647,0.058824,0,0.823529,126,0.000899,207,0.601419,4661
embroider,embroider,0.020022,0.034534,0.001099,0.9,0.148991,0.2,0.150069,2,0.000697,3,0.529967,0.556774,196.392497,0.6,0.4,0,0,168,0.000612,165,0.489864,6790
embroidery,embroidery,0.014433,0.020343,0.004913,1,0.227354,0.25,0.150019,5,0.000423,3,0.515912,0.531072,35.668352,0.75,0.25,0,0,93,0.00016,171,0.642379,2689
emerge,emerge,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,124,0.988574,15573
emir,emir,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,42,0.988574,15573
empower,empower,0.027322,0.052705,0,0.777778,0.15035,0.333333,0.150046,8,0.000371,3,0.512469,0.52456,29.030536,0,1,0,0,74,0.000381,151,0.726027,1908
enchant,enchant,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,136,0.988574,15573
enchantment,enchantment,0.013528,0.056509,0,1,0.02568,0.4,0.150013,9,0.000367,2,0.51319,0.525703,4.612136,0,1,0,0,77,0.000104,262,0.883158,2517
encounter,encounter,0.017894,0.0535,0,1,0.695828,0.2,0.150053,2,0.0005,3,0.519402,0.537583,67.739695,1,0,0,0,112,0.000447,7,0.672891,4108
end,end,0.013219,0.01955,0.002204,0.964912,0.240009,0.263158,0.150169,0,0.00082,2,0.54037,0.574709,119.73349,0,0.017544,0.982456,0,220,0.001578,56,0.76063,18157
endless,endless,0.007154,0.008589,0.002731,1,0.256368,0.130435,0.150015,5,0.000763,2,0.536989,0.568883,100.526808,0,0.043478,0.956522,0,203,0.000122,93,0.830107,16852
energise,energise,0.028234,0.048413,0,1,0.12692,0.2,0.150034,8,0.000255,3,0.507125,0.514508,0.228278,0,1,0,0,45,0.000289,143,0.946089,895
energy,energy,0.024134,0.019598,0,1,0.229189,0.333333,0.150047,5,0.000787,2,0.534628,0.56477,275.707912,0.833333,0.083333,0,0.083333,191,0.000397,238,0.497466,8932
engua,engua,0.019815,0.02484,0,1,0.060848,0.777778,0.150052,8,0.000261,2,0.507832,0.515422,1.150529,0,1,0,0,47,0.00044,260,0.920773,953
enhance,enhance,0.021405,0.04628,0,1,0.740805,0.818182,0.150063,7,0.000486,2,0.519217,0.537012,55.99863,0.181818,0,0,0.818182,110,0.00053,263,0.607543,3576
enormous,enormous,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,281,0.988574,15573
enough,enough,0.019861,0.064648,0,0.571429,0.155108,0.285714,0.15003,9,0.000289,3,0.508894,0.517706,0.285193,0,1,0,0,54,0.000249,283,0.955733,1317
enrich,enrich,0.016423,0.062322,0,1,0.513473,0,0.150012,2,0.000306,3,0.507125,0.517249,6.047712,1,0,0,0,57,0.000099,107,0.828571,1276
ensemble,ensemble,0.03723,0.044204,0,0.5,0.254123,1,0.150034,0,0.000401,2,0.514638,0.528444,30.794354,0.5,0,0.5,0,85,0.000288,23,0.693058,2416
ensure,ensure,0.022477,0.038483,0,1,0.382656,1,0.15002,5,0.00028,3,0.507832,0.516107,0.170634,0,0,1,0,50,0.000162,59,0.971088,1142
enveloping,enveloping,0.032715,0.025719,0,1,0.067706,0.75,0.150013,2,0.000292,2,0.508894,0.517478,0.360709,1,0,0,0,53,0.000104,227,0.966817,1282
ephemere,ephemere,0.009218,0.029329,0,1,0.13301,0,0.15001,3,0.000375,3,0.513371,0.526274,11.843073,1,0,0,0,79,0.000083,169,0.792541,2380
essence,essence,0.076144,0.075147,0,1,0.45513,0.4,0.150028,2,0.000234,3,0.50467,0.511081,0.101694,1,0,0,0,37,0.000234,175,0.95873,604
essential,essential,0.024369,0.053282,0.002614,0.857143,0.263734,0,0.150033,2,0.000366,3,0.51283,0.525246,18.678787,0.571429,0.428571,0,0,76,0.000276,0,0.718559,1994
establish,establish,0.022477,0.038483,0,1,0.382656,1,0.15002,5,0.00028,3,0.507832,0.516107,0.170634,0,0,1,0,50,0.000162,59,0.971088,1142
ethic,ethic,0.022523,0.032019,0,0.947368,0.04875,0.684211,0.150178,8,0.000351,2,0.512469,0.524332,6.336357,0,1,0,0,73,0.00165,260,0.837246,2140
europe,europe,0.019784,0.033437,0,0.4,0.427232,0.6,0.150026,5,0.000404,3,0.514094,0.527645,39.682261,0.4,0,0.6,0,83,0.00022,119,0.738934,2454
even,even,0.013398,0.025229,0.001794,1,0.372762,0.142857,0.150043,2,0.0011,2,0.555598,0.600069,563.030796,0.314286,0.057143,0.628571,0,294,0.00035,269,0.550002,23528
evening,evening,0.014494,0.005743,0,1,0.095959,0.428571,0.15004,0,0.000436,2,0.51646,0.531871,38.434787,0.285714,0,0.714286,0,95,0.000341,267,0.640128,2798
eveningwear,eveningwear,0.020265,0.038387,0,0.833333,0.337718,0.5,0.150045,3,0.000345,3,0.511571,0.522847,20.711714,0.166667,0.833333,0,0,69,0.000384,142,0.69403,1581
event,event,0.030996,0.031352,0,0.8,0.245021,0.4,0.150036,7,0.000253,3,0.506773,0.514051,3.299366,0,0,0,1,44,0.000308,27,0.850498,768
ever,ever,0.034983,0.059927,0,1,0.270959,0.375,0.150063,4,0.000382,2,0.513732,0.526731,20.786312,0,0,1,0,80,0.000536,91,0.730607,2251
everyday,everyday,0.073211,0.086331,0,1,0.145405,0.333333,0.150031,9,0.00028,2,0.508717,0.517135,3.551265,0,1,0,0,52,0.000282,100,0.817255,1042
evoke,evoke,0.022353,0.011509,0.002605,1,0.077189,0,0.150013,2,0.000433,3,0.51573,0.531643,40.74572,1,0,0,0,96,0.000106,218,0.625084,2791
ewer,ewer,0.01942,0.016403,0,1,0.220754,0,0.150014,5,0.000291,3,0.508717,0.517592,5.075059,1,0,0,0,54,0.000113,193,0.820029,1130
exceptional,exceptional,0.02975,0.034953,0,0.9375,0.613377,0.4375,0.150058,2,0.000502,3,0.519587,0.537926,56.738885,1,0,0,0,113,0.000474,164,0.635779,3952
excited,excited,0.02026,0.021345,0,1,0.073243,0,0.150022,8,0.000276,2,0.508185,0.516107,0.751521,0,1,0,0,49,0.000183,162,0.949468,1071
exclusive,exclusive,0.023696,0.038635,0,1,0.420388,0.35,0.15008,2,0.000758,2,0.532871,0.561686,234.809062,0.75,0,0.25,0,182,0.000668,90,0.51062,8318
exclusively,exclusively,0.033755,0.04199,0,0.571429,0.362023,0.285714,0.15005,3,0.000401,2,0.514638,0.528444,36.251189,0.285714,0.285714,0.428571,0,85,0.000429,211,0.616466,2149
execute,execute,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,21,0.988574,15573
exis,exis,0.033162,0.028322,0,1,0.137423,0.333333,0.150027,0,0.000189,3,0.499829,0.505369,0.060787,0,0,0,1,26,0.000233,275,0.953333,286
explore,explore,0.020227,0.032165,0.001223,1,0.102509,0.142857,0.150035,8,0.000537,2,0.52163,0.541467,88.609213,0.285714,0.714286,0,0,123,0.000294,259,0.592332,4372
express,express,0.025296,0.039553,0,1,0.185821,0.222222,0.150036,7,0.000602,2,0.52482,0.547293,113.739209,0.444444,0,0,0.555556,140,0.000295,193,0.599103,5746
expression,expression,0.018274,0.027671,0.002141,1,0.102797,0,0.150025,2,0.000414,3,0.515548,0.530386,25.067953,0.75,0.25,0,0,91,0.000219,165,0.698127,2796
extend,extend,0.032763,0.06015,0.002854,1,0.087193,0.333333,0.150026,6,0.000328,3,0.510854,0.521933,9.917407,0.333333,0.333333,0.333333,0,67,0.000229,103,0.758974,1628
extended,extended,0.042047,0.062897,0,0.888889,0.177717,0.444444,0.15007,4,0.000522,2,0.520143,0.538725,98.751967,0.222222,0.222222,0.555556,0,115,0.000608,103,0.554883,3574
extra,extra,0.029549,0.042076,0,1,0.149581,0,0.150023,7,0.000281,3,0.507478,0.515422,12.84482,0,0.333333,0,0.666667,48,0.0002,108,0.670675,725
extrait,extrait,0.019499,0.042975,0,1,0.472957,0.25,0.150012,2,0.000417,3,0.515366,0.530043,26.662236,1,0,0,0,90,0.0001,154,0.696885,2729
extraordinary,extraordinary,0.013818,0.045058,0,0.666667,0.046102,0.333333,0.150011,8,0.00036,3,0.512469,0.52456,19.400158,0,1,0,0,74,0.000093,45,0.715753,1881
eye,eye,0.040012,0.08797,0.000426,0.986425,0.323494,0.20362,0.150567,2,0.003573,2,0.716249,0.801919,15389.184193,0.244344,0.434389,0.307692,0.013575,883,0.00464,57,0.166104,64535
eyebrow,eyebrow,0.037186,0.099097,0,0.964286,0.507067,0.107143,0.150118,2,0.001227,2,0.55687,0.602125,990.486248,0.464286,0.25,0.285714,0,300,0.000989,196,0.334471,14901
fabric,fabric,0.008001,0.011003,0.002643,1,0.273309,0.134615,0.150041,5,0.001159,2,0.559647,0.60658,650.284006,0.134615,0.019231,0.846154,0,313,0.000333,94,0.52966,25697
fabulous,fabulous,0.0184,0.074472,0,1,0.091644,0,0.150033,9,0.000346,3,0.511212,0.522847,13.413634,0,1,0,0,70,0.000276,52,0.774936,1818
face,face,0.041417,0.09012,0.000406,0.977444,0.320952,0.233083,0.150699,2,0.003787,2,0.733534,0.818369,18267.234647,0.195489,0.473684,0.327068,0.003759,931,0.005803,53,0.156123,67443
fact,fact,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,199,0.988574,15573
factory,factory,0.027157,0.033169,0,1,0.107987,0,0.150028,7,0.000244,3,0.505719,0.512223,0.963238,0,0,0,1,39,0.000238,108,0.896159,630
faire,faire,0.010448,0.010004,0.001954,0.75,0.209845,0,0.150011,5,0.000489,3,0.519032,0.537126,56.968111,1,0,0,0,111,0.000087,171,0.638365,3827
fall,fall,0.05306,0.060485,0.000503,1,0.100969,0.380952,0.150124,7,0.000725,2,0.530932,0.558259,201.821801,0,0.52381,0.428571,0.047619,172,0.001053,79,0.524252,7620
family,family,0.020615,0.022593,0.001308,1,0.255395,0.4375,0.150122,5,0.001023,2,0.550566,0.591844,420.690877,0,0.375,0.625,0,270,0.001033,30,0.603507,21754
far,far,0.024212,0.031101,0,1,0.073594,0.285714,0.150039,8,0.00036,2,0.512469,0.524332,13.805958,0,0.857143,0,0.142857,73,0.000327,162,0.770736,1970
fashion,fashion,0.025636,0.058801,0,0.842105,0.147409,0.315789,0.150152,3,0.001204,2,0.557083,0.602467,994.684971,0.052632,0.684211,0,0.263158,301,0.001267,6,0.39612,17766
fashionable,fashionable,0.028352,0.034932,0,1,0.148467,0,0.150043,7,0.0003,3,0.508894,0.517706,8.777267,0,0,0,1,54,0.000364,108,0.776488,1070
fav,fav,0.037752,0.056766,0,0.85,0.174719,0.45,0.150183,0,0.000369,2,0.51301,0.52536,19.084223,0,0,1,0,76,0.001609,23,0.735495,2041
fave,fave,0.017117,0.044795,0,1,0.229685,0,0.150024,7,0.000224,3,0.504844,0.510738,4.273041,0,0.666667,0,0.333333,35,0.000207,169,0.780749,438
favorite,favorite,0.031146,0.061865,0,0,0.151302,0.833333,0.150055,4,0.000191,3,0.503972,0.508568,0.038793,0,0,1,0,28,0.000483,185,0.957265,336
favourite,favourite,0.031011,0.07008,0.001678,0.75,0.292847,0.333333,0.150086,2,0.000497,2,0.519587,0.537697,62.112272,0,1,0,0,112,0.000739,60,0.61507,3755
feat,feat,0.013909,0.042402,0,1,0.370727,0.333333,0.150006,2,0.000368,3,0.51175,0.52456,4.953996,1,0,0,0,76,0.000047,207,0.890811,2472
feature,feature,0.030723,0.057162,0.001124,0.922222,0.323026,0.355556,0.15027,2,0.002376,2,0.628067,0.703907,5792.740836,0.377778,0.277778,0.255556,0.088889,597,0.002229,92,0.233326,41371
feel,feel,0.018238,0.022551,0.001427,0.931818,0.222699,0.25,0.150111,9,0.001268,2,0.565066,0.615147,898.072712,0.045455,0.295455,0.613636,0.045455,338,0.000927,239,0.483891,27396
feeling,feeling,0.018091,0.063802,0,1,0.17835,0.166667,0.150027,3,0.000426,3,0.51482,0.529472,49.476902,0.5,0.5,0,0,89,0.000221,61,0.637931,2442
feline,feline,0.024439,0.038757,0,0.8,0.117115,0.2,0.150042,7,0.000222,3,0.505194,0.510966,0.835273,0,0,0,1,35,0.000367,126,0.896613,503
feminine,feminine,0.05055,0.027056,0.002201,1,0.154205,0,0.150025,2,0.000368,3,0.51319,0.525931,20.720589,1,0,0,0,78,0.000209,116,0.672591,1968
femininity,femininity,0.028255,0.023943,0,0.666667,0.579174,0.333333,0.150014,2,0.000302,3,0.50925,0.519077,9.942938,1,0,0,0,59,0.000116,95,0.710829,1175
fence,fence,0.040432,0.023544,0,1,0.214852,0.5,0.150099,4,0.000325,3,0.510676,0.521133,14.205288,0,0,0.875,0.125,64,0.000935,202,0.700461,1368
festive,festive,0.017411,0.014814,0,0.666667,0.238097,0.333333,0.150034,7,0.000214,3,0.503451,0.509139,3.549109,0,0,0,1,32,0.000304,169,0.71828,334
festivity,festivity,0.023644,0.029341,0,1,0.302588,0.875,0.150033,5,0.000282,3,0.508362,0.516678,0.550641,0,1,0,0,51,0.000272,40,0.951837,1166
feur,feur,0.060342,0.113346,0,0.375,0.26058,0.75,0.150115,2,0.000246,2,0.506949,0.513708,3.413426,0,0,1,0,42,0.001084,141,0.82561,677
few,few,0.008428,0.009544,0.002731,1,0.275782,0.130435,0.150017,5,0.00071,2,0.534237,0.564085,28.046156,0,0.043478,0.956522,0,189,0.00014,150,0.920241,16176
fi,fi,0.025562,0.05206,0,1,0.112673,0.222222,0.150045,3,0.000417,3,0.515184,0.529701,30.373566,0,1,0,0,89,0.000373,266,0.669801,2564
field,field,0.02685,0.020522,0.001115,0.97561,0.190512,0.04878,0.150229,0,0.00086,2,0.541373,0.576422,286.635471,0,0,1,0,225,0.002027,157,0.70812,17686
fiercely,fiercely,0.072457,0.040811,0,1,0.199677,0.333333,0.15002,2,0.000219,3,0.503277,0.509024,0.322345,1,0,0,0,32,0.000172,207,0.935484,435
fill,fill,0.025552,0.043564,0,1,0.27919,0.285714,0.150055,6,0.000248,3,0.506949,0.513936,0.328252,0,0,0,1,43,0.000472,206,0.937282,807
film,film,0.015106,0.014874,0.002938,0.979592,0.363532,0.204082,0.15009,5,0.001386,2,0.572831,0.627142,1093.111204,0.428571,0.081633,0.489796,0,373,0.000743,170,0.4487,30963
finally,finally,0.042648,0.079184,0,1,0.073058,0.5,0.150106,6,0.000233,3,0.506421,0.512908,0.810334,0,0,1,0,40,0.000987,203,0.874494,648
find,find,0.031089,0.04133,0.00047,0.960784,0.39503,0.411765,0.150203,2,0.000997,2,0.545625,0.583619,578.019352,0.54902,0.098039,0.019608,0.333333,246,0.001691,104,0.440214,13158
fine,fine,0.017631,0.029905,0,1,0.436203,0.375,0.150016,2,0.000577,2,0.52369,0.545236,60.843633,1,0,0,0,134,0.000131,106,0.674413,5920
finger,finger,0.039288,0.070143,0,0.761905,0.422898,0.619048,0.150121,2,0.000813,2,0.536003,0.567169,268.546994,0.428571,0.142857,0.238095,0.190476,198,0.001059,229,0.493163,9521
finish,finish,0.02505,0.045012,0.00055,1,0.142874,0.5,0.150074,0,0.000742,2,0.532482,0.561001,196.983516,0.25,0.25,0,0.5,180,0.000617,168,0.548365,8736
fire,fire,0.03018,0.005708,0,1,0.169998,0.333333,0.150046,5,0.000202,3,0.501375,0.507082,3.257741,0,0,0.666667,0.333333,29,0.000426,169,0.703704,266
first,first,0.022495,0.018854,0.000952,0.969697,0.301642,0.439394,0.150181,0,0.001218,2,0.562235,0.610692,695.677794,0.121212,0,0.742424,0.136364,325,0.001506,64,0.515786,26989
fit,fit,0.028215,0.041924,0.001115,0.948718,0.213765,0.358974,0.150192,6,0.000971,2,0.5442,0.58122,497.393566,0.051282,0.153846,0,0.794872,239,0.001599,284,0.454207,12810
flare,flare,0.026999,0.045727,0.004301,0.857143,0.247637,0.142857,0.150072,9,0.000575,2,0.523314,0.544551,100.851761,0,1,0,0,132,0.00062,115,0.585672,4987
flat,flat,0.010189,0.037126,0.003346,1,0.19141,0,0.150019,9,0.000571,2,0.524066,0.545922,65.207332,1,0,0,0,136,0.000157,102,0.626534,5667
flex,flex,0.026382,0.029633,0,1,0.16438,0.625,0.150042,7,0.000264,3,0.505019,0.513594,0.509566,0,0,0,1,47,0.000347,160,0.955556,989
flip,flip,0.020569,0.088247,0,1,0.115512,0.75,0.150028,9,0.000366,3,0.51283,0.525246,9.836761,0,1,0,0,76,0.000232,276,0.804324,2232
floor,floor,0.031503,0.037048,0,1,0.216087,0.55,0.150147,4,0.000761,2,0.532287,0.560658,285.656651,0.05,0.2,0.3,0.45,179,0.001272,187,0.497048,7830
flop,flop,0.020569,0.088247,0,1,0.115512,0.75,0.150028,9,0.000366,3,0.51283,0.525246,9.836761,0,1,0,0,76,0.000232,262,0.804324,2232
floral,floral,0.028569,0.045856,0.001441,0.913043,0.229488,0.217391,0.150144,9,0.001034,2,0.54829,0.588074,575.821496,0.478261,0.478261,0,0.043478,259,0.001251,95,0.413658,13714
flounce,flounce,0.02117,0.040065,0,1,0.166834,0.222222,0.150117,9,0.000372,3,0.512649,0.52536,19.536249,0,1,0,0,77,0.001094,93,0.720702,2054
flower,flower,0.037575,0.054834,0,0.891892,0.224819,0.243243,0.150208,0,0.001277,2,0.560507,0.607951,1212.181392,0.189189,0.162162,0.351351,0.297297,317,0.001782,236,0.360297,17932
fluffy,fluffy,0.031084,0.053149,0,1,0.084938,0.142857,0.150073,2,0.000428,2,0.515366,0.529815,55.716555,0,0.857143,0.142857,0,89,0.00065,121,0.605016,2316
follow,follow,0.05882,0.072876,0,1,0.347755,0.428571,0.150033,2,0.000416,3,0.515002,0.529358,35.989075,0.857143,0.142857,0,0,88,0.000272,175,0.655172,2451
foot,foot,0.046657,0.066472,0.000969,0.818182,0.219055,0.436364,0.15026,4,0.001474,2,0.570367,0.623372,1778.54659,0.018182,0.236364,0.636364,0.109091,362,0.00221,141,0.330071,21448
fore,fore,0.035361,0.061039,0.001443,1,0.221382,0.375,0.150096,0,0.001171,2,0.55879,0.605209,760.122381,0.125,0.25,0.375,0.25,309,0.000828,33,0.467363,22096
foret,foret,0.050988,0.063061,0,1,0.362908,0,0.150014,1,0.000359,3,0.51211,0.523875,1.686836,0,0,1,0,72,0.00011,76,0.937223,2329
forever,forever,0.03104,0.056093,0,0.826087,0.36038,0.521739,0.1501,0,0.000716,2,0.530353,0.557231,211.690282,0.347826,0.086957,0.391304,0.173913,169,0.00083,153,0.548189,7690
forget,forget,0.031035,0.041635,0.004307,1,0.094221,0.166667,0.150069,6,0.00036,2,0.512649,0.524674,13.741711,0,0,1,0,74,0.000582,81,0.769406,2022
forgo,forgo,0.037679,0.144296,0,1,0.383442,0,0.15002,2,0.000179,3,0.499145,0.503998,0.045949,0,1,0,0,22,0.00017,128,0.92381,194
formal,formal,0.030308,0.042747,0.004203,1,0.209058,0.333333,0.150048,6,0.000346,3,0.510676,0.521819,24.2855,0,0.166667,0.833333,0,67,0.00042,19,0.666667,1430
formula,formula,0.021204,0.062931,0,1,0.546577,0,0.150019,2,0.000478,3,0.517192,0.534156,59.35903,1,0,0,0,103,0.000154,177,0.601631,3099
forver,forver,0.041307,0.077817,0,0.8,0.225248,0.4,0.150044,0,0.000216,3,0.504844,0.510281,0.472392,0,0,1,0,33,0.000382,203,0.905242,449
fragrance,fragrance,0.035446,0.033808,0,0.933333,0.192949,0.466667,0.150068,2,0.000614,2,0.525198,0.547978,130.202684,0.933333,0,0,0.066667,142,0.000565,184,0.56768,5603
fraiche,fraiche,0.029584,0.0285,0,1,0.101008,0.571429,0.150027,2,0.000393,2,0.513913,0.527073,18.536844,1,0,0,0,81,0.000217,227,0.760759,2404
frame,frame,0.04117,0.071806,0.00136,0.909091,0.224948,0.333333,0.150159,9,0.00116,2,0.55391,0.597327,866.497416,0.151515,0.545455,0.242424,0.060606,286,0.001341,82,0.375537,15198
france,france,0.020271,0.026551,0.000986,1,0.232292,0.25,0.150061,0,0.00063,2,0.526525,0.550377,129.442876,0.5,0,0.5,0,149,0.000508,13,0.55148,5999
free,free,0.046111,0.066819,0,0.916667,0.254025,0.416667,0.150051,2,0.000489,2,0.518848,0.536326,62.030736,0.416667,0.333333,0.25,0,108,0.000417,175,0.656322,3722
fresh,fresh,0.029423,0.041645,0,0.962963,0.186813,0.555556,0.150142,0,0.000805,2,0.53502,0.565456,298.364316,0.296296,0.037037,0,0.666667,193,0.001215,148,0.481566,8830
freshness,freshness,0.032715,0.025719,0,1,0.067706,0.75,0.150013,2,0.000292,2,0.508894,0.517478,0.360709,1,0,0,0,53,0.000104,227,0.966817,1282
friday,friday,0.015084,0.016194,0.006244,0.923077,0.39786,0,0.150031,5,0.000489,2,0.519772,0.53804,14.643823,0.923077,0,0.076923,0,113,0.000263,130,0.836551,5200
friend,friend,0.014665,0.020463,0.001532,1,0.234277,0.170732,0.150105,5,0.001157,2,0.559004,0.605552,615.014164,0.243902,0.195122,0.536585,0.02439,310,0.000903,94,0.524587,24963
frill,frill,0.011685,0.045119,0,1,0.009149,0,0.150011,9,0.000269,3,0.507655,0.515536,0.04379,0,1,0,0,48,0.000093,28,0.983349,1063
fringe,fringe,0.025025,0.047368,0.003896,0.727273,0.136933,0.272727,0.150086,9,0.000467,2,0.518479,0.535641,33.016042,0.090909,0.909091,0,0,106,0.000814,72,0.693407,3786
frisbee,frisbee,0.062066,0.050076,0,1,0.201787,0.571429,0.150067,4,0.000415,2,0.514638,0.528444,58.568703,0.142857,0,0.857143,0,85,0.000604,203,0.60241,2100
full,full,0.040998,0.044659,0,1,0.178648,0.272727,0.150095,0,0.000582,2,0.523502,0.544894,149.925618,0.181818,0.363636,0.454545,0,133,0.000842,167,0.531344,4594
fully,fully,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,246,0.988574,15573
fun,fun,0.02283,0.039689,0,0.833333,0.139161,0.166667,0.150047,7,0.000285,2,0.508717,0.517135,8.29577,0,0,0,1,52,0.000405,126,0.75451,962
fur,fur,0.035054,0.029047,0,1,0.246306,0,0.150076,8,0.000392,2,0.513732,0.526731,32.813298,0,0.5,0.375,0.125,80,0.000691,259,0.646868,1993
furry,furry,0.032512,0.013639,0,1,0.056677,0.333333,0.150034,0,0.000267,3,0.506597,0.514393,6.494883,0,0.333333,0,0.666667,46,0.00031,162,0.758586,751
fuss,fuss,0.028738,0.088119,0,1,0.099075,0.5,0.150018,9,0.000242,3,0.506773,0.513594,0.122648,0,1,0,0,42,0.00015,240,0.965854,792
future,future,0.035766,0.039707,0,1,0.211606,0,0.150022,9,0.00034,3,0.509962,0.521133,26.732135,0.333333,0.333333,0,0.333333,66,0.000187,7,0.651923,1356
fw,fw,0.039611,0.055868,0,0.9375,0.119875,0.59375,0.150243,6,0.000495,2,0.519402,0.537354,59.615828,0,0,1,0,111,0.00211,203,0.623186,3736
gabrielle,gabrielle,0.011734,0.043203,0.005067,1,0.530248,0,0.150011,2,0.000426,3,0.516095,0.531414,24.827901,1,0,0,0,94,0.000091,109,0.732819,3135
